,ars,aces,name,address,phone,email,schedule,reservation,presencial,drive,domicile
169,ARS Alentejo,ACES Alentejo Central, Évora (Dr. Joaquim Chaves),"Rua Miguel Bombarda, nº 62 7000-919 Évora",214124300,geral@jcs.pt,De 2ª a 6ª feira: 07H às 22H; Sábados: 08H às 22H; Domingos: 08H às 19H; Feriados: Encerrado. O horário apresentado é o horário para marcação de exame. O horário do local de colheita é: De 2ª a 6ª feira: 08H às 12H | 13H às 16H.,Obrigatória,Sim,Não tem,Não
170,ARS Alentejo,ACES Alentejo Central, Évora (Synlabhealth Alentejo),"Praceta Horta do Bispo, 30 r/c 7005-259 Évora",266759590,laboratorio.evora@synlab.pt,"De 2ª a 6ª feira: 13H às 17H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
171,ARS Alentejo,ACES São Mamede, Portalegre (ULS Norte Alentejano),Pavilhão da NERPOR - Campo da Feira- Portalegre 7300-306 Portalegre,969023471,,"De 2ª a 6ª feira: 09H às 13H30; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Não
172,ARS Alentejo,ACES São Mamede, Elvas (ULS Norte Alentejano),Rua da Quinta do Sena nº 1 - Coliseu Rondão de Almeida - Elvas 7350-310 Elvas,969023471,,"De 2ª a 6ª feira: 09H às 13H30; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Não
173,ARS Alentejo,ACES São Mamede, Ponte de Sor (ULS Norte Alentejano),Avenida General Humberto Delgado - Estádio Municipal de Ponte de Sor 7400-909 Ponte de Sor,969023471,,"De 2ª a 6ª feira: 09H às 13H30; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Não
174,ARS Alentejo,ACES São Mamede, Ponte de Sor (Synlabhealth Alentejo),"Rua Damião de Góis, 8 7400-242 Ponte de Sor",242201521,posto-ponte-de-sor@synlab.pt,"De 2ª a 6ª feira: 13H às 17H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
175,ARS Alentejo,ACES São Mamede,ADC Comunidade São Mamede (Elvas),"Rua Dra. Adelaide Cabette, 2 7350-314 Elvas",268637170 245637200 ,adc.elvas@ulsna.min-saude.pt,"De 2ª a 6ª feira: 14H às 18H; Sábados, domingos e feriados: Encerrado",Não aplicável,Sim,Não tem,Não
176,ARS Alentejo,ACES São Mamede,ADC Comunidade São Mamede (Ponte de Sor),"Passeio Garibaldino de Andrade, nº 1 7400-294 Ponte de Sor",242292000,adc.pontesor@ulsna.min-saude.pt,"De 2ª a 6ª feira: 14H às 18H; Sábados, domingos e feriados: Encerrado",Opcional,Sim,Não tem,Não
177,ARS Algarve,ACES Algarve Central, Olhão (Synlabhealth Algarve),"Rua 18 de Junho, 93 r/c 8700-421 Olhão",289714345,,"De 2ª a 6ª feira: 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
178,ARS Algarve,ACES Algarve Central, Faro (Dr. Joaquim Chaves),"Rua do Lethes, 51 r/c 8000-387 Faro",214124300,,"De 2ª a 6ª feira: 08H às 12H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
179,ARS Algarve,ACES Algarve Central, Faro (Synlabhealth Algarve),"Rua Dom Jerónimo Osório 1, 1.º 8000-307 Faro",289805769,,"De 2ª a 6ª feira: 08H às 12H | 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
180,ARS Algarve,ACES Algarve Central, Loulé (Aqualab),"Rua Voz de Loulé, Lote 11, r/c Dto. - Urbanização Moura Encantada 8100-522 Loulé",289580890,secretariado@aqualab.pt,2ª feira a sábado: 08H30 às 12H30; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
181,ARS Algarve,ACES Algarve Central, Quarteira (Synlabhealth Algarve),"Rua Bartolomeu Dias, Edificio Gaveto, Loja A 8125-178 Quarteira",289248072,,"De 2ª a 6ª feira: 11H30 às 15H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
182,ARS Algarve,ACES Algarve Central, Albufeira (Aqualab),"Rua do Estádio, Lote E-4 - Quinta da Bellavista 8200-127 Albufeira",289580890,secretariado@aqualab.pt,De 2ª a 6ª feira: 08H às 18H; Sábados: 08H30 às 12H30; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
183,ARS Algarve,ACES Algarve Sotavento, Vila Real de Santo António (Dr. Joaquim Chaves),"Rua Francisco Sá Carneiro, 29 B - Piscinas Municipais de Vila Real de Santo António 8900-307 Vila Real de Santo António",214124300,,"De 2ª a 6ª feira: 08H às 12H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
184,ARS Algarve,ACES Algarve Sotavento, Tavira (Laboratório de Análises Clínicas Dra. M. Margarida Baptista R. Santos),"Largo das Sete Ruas, 1 A 8800-604 Tavira",214124300,,"De 2ª a 6ª feira: 08H às 12H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
185,ARS Algarve,ACES Algarve Barlavento, Silves (Aqualab),"FISSUL, Pavilhão de Feiras e Exposições de Silves, Parque Ribeirinho de Silves 8300-000 Silves",289580890,secretariado@aqualab.pt,2ª feira a sábado: 08H30 às 12H30; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
186,ARS Algarve,ACES Algarve Barlavento, Lagoa (Aqualab),"Rua Miguel Bombarda, nº 6 8400-348 Lagoa",289580890,secretariado@aqualab.pt,"De 2ª a 6ª feira: 08H30 às 12H30; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
187,ARS Algarve,ACES Algarve Barlavento, Portimão (João Josino da Costa),"Avenida São João de Deus, Loja n.º 3 r/c - Edifício Desafio 8500-000 Portimão",282424250,geral.jjc@aqualab.pt,De 2ª a 6ª feira: 08H30 às 12H30 | 14H30 às 17H30; Sábados: 08H30 às 12H30; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
188,ARS Algarve,ACES Algarve Barlavento, Portimão (Aqualab),"Portimão Arena - Parque de Feiras e Exposições de Portimão, Rotunda Moinhos de Maré 8500-454 Portimão",282424250,geral.jjc@aqualab.pt,"De 2ª a 6ª feira: 08H30 às 12H30 | 14H30 às 17H30; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
189,ARS Algarve,ACES Algarve Barlavento, Lagos (Aqualab),Parque de Estacionamento da Marina de Lagos 8600-315 Lagos,289580890,secretariado@aqualab.pt,De 2ª a 6ª feira: 08H30 às 17H30; Sábados: 08H30 às 12H30; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
